x_first_fluid,fluid,T_turbine_inlet,eta_refprop,eta_tabular,eta_dev_pct,P_net_refprop_kW,P_net_tabular_kW,P_dev_pct,max_h_dev_pct,max_T_dev_K,t_solve_refprop,t_solve_tabular,status
0.5,CYCLOPEN[0.50]&R1233ZDE[0.50]|mass,150.0,0.18086486509991467,0.18086490311609346,2.1019106595020754e-05,209.549751438182,209.54972348309298,1.3340549837080906e-05,3.8624516271768197e-05,3.9381517638048535e-05,0.055654267000136315,0.031033944999762753,ok
0.55,CYCLOPEN[0.55]&R1233ZDE[0.45]|mass,150.0,0.18176957094717544,0.18176958484195466,7.644172313160619e-06,207.8323631096914,207.8323465667672,7.959744077855594e-06,2.4139295494396242e-05,1.7647173649493197e-05,0.07056455800011463,0.02928470599999855,ok
0.6,CYCLOPEN[0.60]&R1233ZDE[0.40]|mass,150.0,0.18287582944572048,0.1828758325815681,1.7147414280298787e-06,206.3322820262624,206.33227062060428,5.527810772974613e-06,1.800090296891845e-05,9.452547203636641e-06,0.05781334999983301,0.028417042999990372,ok
0.65,CYCLOPEN[0.65]&R1233ZDE[0.35]|mass,150.0,0.18419596402503124,0.18419596825068146,2.2941057590443668e-06,205.0177819701128,205.01777103062742,5.335871490209517e-06,2.3410659586719855e-05,1.0200560552675597e-05,0.055673044999821286,0.03178619400023308,ok
0.7,CYCLOPEN[0.70]&R1233ZDE[0.30]|mass,150.0,0.18574158516721406,0.18574160859359926,1.2612353432714336e-05,203.86513608639612,203.86511590132253,9.901189571839577e-06,6.393233369733212e-05,2.4430822236354288e-05,0.06052377700007128,0.03170891399986431,ok
0.75,CYCLOPEN[0.75]&R1233ZDE[0.25]|mass,150.0,0.18752481911703595,0.18752483997150068,1.112090913438692e-05,202.85664663547425,202.8566256346835,1.0352527807659622e-05,8.333395735691698e-05,2.3127436236336507e-05,0.05790867299992897,0.030161483000028966,ok
0.8,CYCLOPEN[0.80]&R1233ZDE[0.20]|mass,150.0,0.18955936860529868,0.18955937179437646,1.6823635798613223e-06,201.9795048937042,201.97949530490544,4.7474117495555255e-06,6.25825372161772e-05,1.1006701129190333e-05,0.06533537800032718,0.03152218700006415,ok
0.85,CYCLOPEN[0.85]&R1233ZDE[0.15]|mass,150.0,0.1912507865163617,0.19125079466784714,4.2621970761927496e-06,200.31207595081563,200.31206649135254,4.722362863902781e-06,0.00011608719958560468,1.1792811960731342e-05,0.06392037499972503,0.03224121399989599,ok
0.9,CYCLOPEN[0.90]&R1233ZDE[0.10]|mass,150.0,0.19195158987167726,0.19195161087888593,1.0944013894903957e-05,196.9116436045555,196.91163065377157,6.576951826361692e-06,0.0004918959165061676,1.8626181201852887e-05,0.06374771799983137,0.03230697600019994,ok
0.95,CYCLOPEN[0.95]&R1233ZDE[0.05]|mass,150.0,0.19272249845978312,0.19272250972261318,5.844066026276315e-06,193.37181140072013,193.37181014889742,6.47365663290711e-07,0.0002947641433357142,7.746858784685173e-06,0.06076607500017417,0.029210613999566704,ok
1.0,CYCLOPEN,150.0,0.19357550527924372,0.1935755308323415,1.3200584309347308e-05,189.6928629801033,189.69285737412997,2.955289542450683e-06,0.00016086071093515978,1.563409603022592e-05,0.03029709800011915,0.02926130000014382,ok
