x_first_fluid,fluid,T_turbine_inlet,eta_refprop,eta_tabular,eta_dev_pct,P_net_refprop_kW,P_net_tabular_kW,P_dev_pct,max_h_dev_pct,max_T_dev_K,t_solve_refprop,t_solve_tabular,status
0.0,Isobutane,119.66000000000003,0.134764950554513,0.134769979032555,0.0037312951337084488,234.34128907981213,234.34470561262464,0.001457930365546814,0.003513326847414635,0.005173921943367077,0.028830523006035946,0.028120689996285364,ok
0.05,Isopentane[0.05]&Isobutane[0.95]|mass,122.5250647551544,0.13929243945123082,0.13929123977710764,0.0008612629141305676,243.75839702807906,243.757640727413,0.00031026650785769233,0.0009047632168182784,0.0012588635165684536,0.06479563598986715,0.027848224999615923,ok
0.1,Isopentane[0.10]&Isobutane[0.90]|mass,125.35162251568664,0.1435425863384334,0.14354150126627357,0.0007559235119669516,252.35944447328004,252.35882374630594,0.00024596938521036227,0.0008895751607670196,0.00116581366171431,0.06679977000749204,0.026934470995911397,ok
0.15,Isopentane[0.15]&Isobutane[0.85]|mass,128.14666473984545,0.14551347204343293,0.14551366409451474,0.0001319816503025168,255.04917245767928,255.04927328479124,3.953242074572646e-05,0.00016869544034843804,0.0002091546698466118,0.06131310999626294,0.024715722000109963,ok
0.2,Isopentane[0.20]&Isobutane[0.80]|mass,130.91553538799752,0.1469317450983503,0.14693785014013738,0.004155018905542551,256.0920625790081,256.09489454139504,0.001105837626683791,0.005801836417989292,0.00720232262585796,0.06763526699796785,0.02632397499110084,ok
0.25,Isopentane[0.25]&Isobutane[0.75]|mass,133.66211256183817,0.14845522892431895,0.14845744470893876,0.0014925608453596518,257.13905669679895,257.13997556347806,0.0003573423232232423,0.0022556342832459188,0.0026277368174305593,0.06875376199604943,0.027825778000988066,ok
0.3,Isopentane[0.30]&Isobutane[0.70]|mass,136.38899502797824,0.15009358048042762,0.1500965844227519,0.0020013796157439963,258.2111411785463,258.2122267170713,0.00042040731474057255,0.003283384240883392,0.003693982149968633,0.07627175199741032,0.031188488996122032,ok
0.35,Isopentane[0.35]&Isobutane[0.65]|mass,139.09768685851992,0.15185953762885301,0.15186205459084676,0.0016574276683853212,259.33101841776784,259.3317921451596,0.00029835512793993603,0.0029551640618067808,0.003173558094317741,0.07769300200743601,0.03076206000696402,ok
0.4,Isopentane[0.40]&Isobutane[0.60]|mass,141.78877270691146,0.15376932204803695,0.1537744004222355,0.0033025925658736154,260.5238429221248,260.52508278392185,0.00047591106562049935,0.006445328778174032,0.006602996838751096,0.0792407910048496,0.030640602009953,ok
0.45,Isopentane[0.45]&Isobutane[0.55]|mass,144.46207601962362,0.1558432910761061,0.15584418312702225,0.0005724025140914659,261.81822656493796,261.8184016378321,6.686810786032359e-05,0.0012117415737519796,0.0012150017089425091,0.07510124299733434,0.02724690199829638,ok
0.5,Isopentane[0.50]&Isobutane[0.50]|mass,147.1167930959034,0.15810689329542613,0.15810654465983626,0.0002205062553586491,261.1581925023332,261.1591970590363,0.00038465448602969637,0.0005142861687364277,0.0009923844545483007,0.07011890999274328,0.027347460010787472,ok
0.55,Isopentane[0.55]&Isobutane[0.45]|mass,149.75159782082352,0.1605920204956552,0.16059008109900244,0.0012076544318869256,256.6692248525148,256.6766783637938,0.0029039364899790658,0.0030643489977225974,0.0065221989959809434,0.07417209199047647,0.02740260399878025,ok
0.6,Isopentane[0.60]&Isobutane[0.40]|mass,150.0,0.16227922912409254,0.16228578311738873,0.004038713599739886,249.94933794246765,249.92409532751114,0.01009909254583474,0.011067870533947227,0.021603986420188903,0.07216124501428567,0.027561884999158792,ok
0.65,Isopentane[0.65]&Isobutane[0.35]|mass,150.0,0.16401524195627032,0.16401729537472481,0.0012519680671157494,244.50242181119737,244.49511755645386,0.0029873956623393087,0.0036982289974959674,0.006268142700207591,0.07031800899130758,0.027010446996428072,ok
0.7,Isopentane[0.70]&Isobutane[0.30]|mass,150.0,0.16601807320791517,0.16601755024639728,0.0003150027631274474,240.35474585438845,240.3561225676176,0.0005727838758728557,0.001026992086055165,0.0012744629191274726,0.07530657199095003,0.02673670300282538,ok
0.75,Isopentane[0.75]&Isobutane[0.25]|mass,150.0,0.16841200341405665,0.16841120304931975,0.0004752420971650226,237.3405378680292,237.3427873751626,0.0009477972678439094,0.0017398409672019681,0.0019880185384977267,0.07485022500623018,0.0284080109995557,ok
0.8,Isopentane[0.80]&Isobutane[0.20]|mass,150.0,0.17134219196571618,0.1713420455285428,8.546474847044611e-05,235.3849891648897,235.38524170742474,0.00010728914190026288,0.00034783558561908134,0.0002624264429300638,0.08664087699435186,0.030496602994389832,ok
0.85,Isopentane[0.85]&Isobutane[0.15]|mass,150.0,0.17499166156455567,0.17499207769502953,0.00023780017295481833,234.49198744003107,234.49079155188474,0.0005099910488980109,0.0010239751458649409,0.0009928146010906858,0.07418225599394646,0.034358969001914375,ok
0.9,Isopentane[0.90]&Isobutane[0.10]|mass,150.0,0.179607089556672,0.17960757386564824,0.00026964914214909973,234.74966486276253,234.74836868773022,0.0005521520267414952,0.001307550031202572,0.001063928502503586,0.07532763200288173,0.030937324001570232,ok
0.95,Isopentane[0.95]&Isobutane[0.05]|mass,150.0,0.18375851858413522,0.18375865389674334,7.363610087894923e-05,233.07228632719938,233.07186191826847,0.00018209326282375124,0.00039056664050954873,0.0003211824348454684,0.07605279900599271,0.03052575200854335,ok
1.0,Isopentane,150.0,0.18616496882291297,0.18616489516538304,3.956573054652087e-05,226.8581677428312,226.8582458457536,3.442808481555363e-05,0.00024889212697720784,8.924754337158447e-05,0.028085443991585635,0.03038250599638559,ok
